,Vietnamese,Positive,Negative,"Anger
/ tức giận","Anticipation
/ Hi vọng","Disgust
/ chán ghét","Fear
/ sợ hãi","Joy
/ thích thú","Sadness
/ buồn bã","Surprise
/ ngạc nhiên","Trust
/ tin tưởng",
,lưỡng cư,0,1,0,1,0,0,0,0,0,0,2
,lường được,1,0,0,0,0,0,0,0,0,1,2
conscience,lương tâm,1,0,0,0,0,0,0,0,0,1,2
honesty,lương thiện,1,0,0,0,0,0,0,0,0,1,2
hermaphrodite,lưỡng tính,0,1,0,0,0,0,0,0,1,0,2
,lưu niên,1,0,0,0,0,0,1,0,0,0,2
,lý thú,1,0,0,0,0,0,1,0,0,0,2
,lý thuyết suông,0,1,0,0,1,0,0,0,0,0,2
,ma cà bông,0,1,0,0,0,1,0,0,0,0,2
,ma tà,0,1,0,0,0,1,0,0,0,0,2
,mắc cỡ,0,1,0,0,0,1,0,0,0,0,2
,mai mỉa,0,1,0,0,1,0,0,0,0,0,2
,mang lời,1,0,0,1,0,0,0,0,0,0,2
,mang lợi,1,0,0,1,0,0,0,0,0,0,2
,mang mầm bệnh,0,1,0,0,0,1,0,0,0,0,2
,mang tai mang tiếng,0,1,0,0,0,0,0,1,0,0,2
,mang tai tiếng,0,1,0,0,0,1,0,0,0,0,2
,mang tiếng,0,1,0,0,0,0,0,1,0,0,2
,mang tính chất báng bổ,0,1,1,0,0,0,0,0,0,0,2
,mang vi-rút,0,1,0,0,0,1,0,0,0,0,2
,mảnh dẻ mảnh mai,1,0,0,0,0,0,1,0,0,0,2
,mát,1,0,0,0,0,0,1,0,0,0,2
,mát mẻ,1,0,0,0,0,0,1,0,0,0,2
,mát rượi,1,0,0,0,0,0,1,0,0,0,2
,mất tích,0,1,0,0,0,0,0,1,0,0,2
,mất tiếng,0,1,0,0,0,0,0,1,0,0,2
,mặt trơ trán bóng,0,1,0,0,1,0,0,0,0,0,2
flying,mau chóng,1,0,0,0,0,1,0,0,0,0,2
,màu mỡ,1,0,0,1,0,0,0,0,0,0,2
,mầu mỡ,1,0,0,1,0,0,0,0,0,0,2
,may rủi,0,1,0,0,0,0,0,1,0,0,2
,may theo đơn đặt hàng,0,0,0,1,0,0,0,0,0,1,2
,may theo số đo,0,0,0,1,0,0,0,0,0,1,2
,may theo yêu cầu,0,0,0,1,0,0,0,0,0,1,2
flaccid,mềm yếu,0,1,0,0,0,0,0,1,0,0,2
,mến chuộng,1,0,0,1,0,0,0,0,0,0,2
,méo xẹo,0,1,0,0,0,0,0,1,0,0,2
,mệt,0,1,0,0,0,0,0,1,0,0,2
,mệt bở hơi tai,0,1,0,1,0,0,0,0,0,0,2
,mệt lả,0,1,0,1,0,0,0,0,0,0,2
,mệt lử,0,1,0,1,0,0,0,0,0,0,2
weary,mệt mỏi,0,1,0,0,0,0,0,1,0,0,2
,mệt rã,0,1,0,1,0,0,0,0,0,0,2
,mệt rã rời,0,1,0,1,0,0,0,0,0,0,2
,mỉa,0,1,0,0,1,0,0,0,0,0,2
,mỉa mai,0,1,0,0,1,0,0,0,0,0,2
,miễn cưỡng,0,1,0,1,0,0,0,0,0,0,2
,miễn khỏi,1,0,0,0,0,0,1,0,0,0,2
smiling,mỉm cười,1,0,0,0,0,0,1,0,0,0,2
cogent,minh bạch,1,0,0,0,0,0,0,0,0,1,2
,mỡ màng,1,0,0,0,0,0,1,0,0,0,2
,mờ mờ,0,1,0,1,0,0,0,0,0,0,2
,mô phỏng,0,0,0,0,0,0,1,0,1,0,2
develop,mở rộng,1,0,0,1,0,0,0,0,0,0,2
,mờ tối,0,1,0,0,0,1,0,0,0,0,2
villager,mộc mạc,1,0,0,0,0,0,0,0,0,1,2
,mới,1,0,0,0,0,0,1,0,0,0,2
,mới mẻ,1,0,0,0,0,0,1,0,0,0,2
,mới mở,1,0,0,1,0,0,0,0,0,0,2
,mới thành lập,1,0,0,1,0,0,0,0,0,0,2
love,mối tình,1,0,0,0,0,0,1,0,0,0,2
worn,mòn,0,1,0,0,0,0,0,1,0,0,2
expectation,mong chờ,1,0,0,1,0,0,0,0,0,0,2
,một chín một mười,0,0,0,1,0,0,1,0,0,0,2
,một chồng,1,0,0,0,0,0,0,0,0,1,2
,một lòng một dạ,1,0,0,1,0,0,0,0,0,0,2
,một mặt,0,1,0,1,0,0,0,0,0,0,2
,mọt sách,1,0,0,0,0,0,1,0,0,0,2
,một vợ,1,0,0,0,0,0,0,0,0,1,2
illiterate,mù chữ,0,1,0,0,1,0,0,0,0,0,2
blindness,mù mắt,0,1,0,0,0,0,0,1,0,0,2
,mù mịt,0,1,0,0,0,1,0,0,0,0,2
,mực,0,1,0,0,0,0,0,1,0,0,2
concordance,mục lục,1,0,0,0,0,0,0,0,0,1,2
,mùi mẫn,0,0,0,0,0,0,1,0,1,0,2
,mừng,1,0,0,0,0,0,1,0,0,0,2
,mừng rỡ,1,0,0,0,0,0,1,0,0,0,2
,mừng vui,1,0,0,0,0,0,1,0,0,0,2
departed,muộn,0,1,0,0,0,0,0,1,0,0,2
,muốn ói,0,1,0,0,0,1,0,0,0,0,2
,muốn tìm biết,0,0,0,1,0,0,1,0,0,0,2
,muốn tìm hiểu,0,0,0,1,0,0,1,0,0,0,2
,mưu mô,0,1,0,0,0,1,0,0,0,0,2
magnet,nam châm,1,0,0,0,0,0,0,0,0,1,2
,nản,1,0,0,0,0,0,0,1,0,0,2
,nản lòng,0,1,0,0,0,1,0,0,0,0,2
,nặng nề,0,1,0,0,0,0,0,1,0,0,2
aggravated,nặng thêm,0,1,1,0,0,0,0,0,0,0,2
,nặng trĩu,0,1,0,0,0,0,0,1,0,0,2
,nảy nở,1,0,0,0,0,0,1,0,0,0,2
crouching,né,0,1,0,0,0,1,0,0,0,0,2
,nêm chặt,0,0,0,1,0,0,0,0,0,1,2
,nên thơ,1,0,0,0,0,0,1,0,0,0,2
beauty,nét đẹp,1,0,0,0,0,0,1,0,0,0,2
,ngã lòng,0,1,0,0,0,1,0,0,0,0,2
,ngẫm nghĩ,0,0,0,1,0,0,0,0,0,1,2
,ngắn hủn,0,1,0,0,0,0,0,0,1,0,2
,ngân phiếu khống,0,1,1,0,0,0,0,0,0,0,2
,ngắn tun hủn,0,1,0,0,0,0,0,0,1,0,2
chaotic,ngang bướng,0,1,1,0,0,0,0,0,0,0,2
,ngang hàng,0,0,0,1,0,0,0,0,0,1,2
defiant,ngang ngạnh,0,1,1,0,0,0,0,0,0,0,2
,ngang ngược,0,1,1,0,0,0,0,0,0,0,2
,ngang sức,0,0,0,1,0,0,1,0,0,0,2
,ngang tài,0,0,0,1,0,0,1,0,0,0,2
,ngang tài ngang sức,0,0,0,1,0,0,1,0,0,0,2
,ngạt,0,1,0,1,0,0,0,0,0,0,2
disconnected,ngắt kết nối,0,1,0,0,0,0,0,1,0,0,2
,ngây ngô,0,1,0,0,0,0,1,0,0,0,2
,ngay thẳng,1,0,0,0,0,0,0,0,0,1,2
,ngay thật,1,0,0,0,0,0,0,0,0,1,2
,nghẹn,0,1,0,1,0,0,0,0,0,0,2
,nghẹn cứng,0,1,0,1,0,0,0,0,0,0,2
,nghẹn ứ,0,1,0,1,0,0,0,0,0,0,2
,nghèo tài nguyên,0,1,0,1,0,0,0,0,0,0,2
,nghèo xác,0,1,0,0,0,0,0,1,0,0,2
,nghèo xác nghèo xơ,0,1,0,0,0,0,0,1,0,0,2
,nghèo xác xơ,0,1,0,0,0,0,0,1,0,0,2
,nghèo xơ nghèo xác,0,1,0,0,0,0,0,1,0,0,2
absent,nghỉ,0,1,0,0,0,0,0,1,0,0,2
,nghiền ngẫm,0,0,0,1,0,0,0,0,0,1,2
daft,ngớ ngẩn,0,1,0,0,1,0,0,0,0,0,2
,ngộ nghĩnh,1,0,0,0,0,0,1,0,0,0,2
,ngồ ngộ,1,0,0,0,0,0,1,0,0,0,2
chaotic,ngỗ ngược,0,1,1,0,0,0,0,0,0,0,2
,ngoài dự kiến,0,1,0,0,0,0,0,0,1,0,2
,ngoại quốc,0,0,0,1,0,0,1,0,0,0,2
,ngoan,1,0,0,0,0,0,1,0,0,0,2
,ngoan ngoãn,1,0,0,1,0,0,0,0,0,0,2
gem,ngọc,1,0,0,0,0,0,1,0,0,0,2
,ngốc nghếch,0,1,0,0,0,0,1,0,0,0,2
,ngon,1,0,0,0,0,0,1,0,0,0,2
,ngon ăn,1,0,0,1,0,0,0,0,0,0,2
,ngon lành,1,0,0,0,0,0,1,0,0,0,2
,ngòn ngọt,1,0,0,0,0,0,1,0,0,0,2
,ngọt,0,0,0,0,0,0,1,0,1,0,2
,ngột,0,1,0,1,0,0,0,0,0,0,2
,ngọt dịu,1,0,0,0,0,0,1,0,0,0,2
,ngọt lịm,1,0,0,0,0,0,1,0,0,0,2
,ngọt lừ,1,0,0,0,0,0,1,0,0,0,2
,ngọt lự,1,0,0,0,0,0,1,0,0,0,2
,ngọt sắc,1,0,0,0,0,0,1,0,0,0,2
,ngu,0,1,0,0,0,0,0,1,0,0,2
,ngu như bò,0,1,0,0,0,0,0,1,0,0,2
,ngu như lợn,0,1,0,0,0,0,0,1,0,0,2
,ngu xi,0,1,0,0,0,0,0,1,0,0,2
,ngụ ý,0,0,0,0,0,0,1,0,1,0,2
,ngược nhau,0,1,0,0,1,0,0,0,0,0,2
guardian,người bảo vệ,1,0,0,0,0,0,0,0,0,1,2
adviser,người chỉ bảo,1,0,0,0,0,0,0,0,0,1,2
admiral,người chỉ huy,1,0,0,0,0,0,0,0,0,1,2
ambassador,người đại diện sứ giả,1,0,0,0,0,0,0,0,0,1,2
apostle,người lãnh đạo,1,0,0,0,0,0,0,0,0,1,2
author,người tạo ra,1,0,0,0,0,0,0,0,0,1,2
anchorage,nguồn tin cậy,1,0,0,0,0,0,0,1,0,0,2
,nguy cấp,0,1,0,0,0,1,0,0,0,0,2
endangered,nguy cơ tuyệt chủng,0,1,0,0,0,1,0,0,0,0,2
unbroken,nguyên vẹn,1,0,0,0,0,0,0,0,0,1,2
,nhẫn nại,1,0,0,0,0,0,0,0,0,1,2
,nhăn nhúm,0,1,0,1,0,0,0,0,0,0,2
dignity,nhân phẩm,1,0,0,0,0,0,0,0,0,1,2
,nhận ra được,1,0,0,0,0,0,0,0,0,1,2
,nhận thấy được,1,0,0,0,0,0,0,0,0,1,2
,nhặng xị,0,1,1,0,0,0,0,0,0,0,2
flabby,nhão,0,1,0,0,1,0,0,0,0,0,2
,nhạo báng,0,1,0,0,1,0,0,0,0,0,2
,nhập nhằng,0,1,0,0,1,0,0,0,0,0,2
,nhát,0,1,0,0,0,1,0,0,0,0,2
,nhát chết,0,1,0,0,0,1,0,0,0,0,2
,nhất quán,1,0,0,0,0,0,0,0,0,1,2
,nhẹ bồng,0,0,0,1,0,0,0,0,1,0,2
,nhẹ bỗng,0,0,0,1,0,0,0,0,1,0,2
,nhẹ bổng,0,0,0,1,0,0,0,0,1,0,2
,nhẹ hẫng,0,0,0,1,0,0,0,0,1,0,2
,nhẹ tếch,0,0,0,1,0,0,0,0,1,0,2
,nhẹ thênh,0,0,0,1,0,0,0,0,1,0,2
,nhiệt tâm,1,0,0,0,0,0,0,0,0,1,2
,nhiệt thành,1,0,0,0,0,0,0,0,0,1,2
,nhiều chồng,0,1,0,0,1,0,0,0,0,0,2
,nhiều thông tin,0,0,0,1,0,0,0,0,0,1,2
,nho nhã,1,0,0,0,0,0,0,0,0,1,2
homesick,nhớ nhà,0,1,0,0,0,0,0,1,0,0,2
homesick,nhớ quê hương,0,1,0,0,0,0,0,1,0,0,2
,nhọc,0,1,0,1,0,0,0,0,0,0,2
,nhọc nhằn,0,1,0,1,0,0,0,0,0,0,2
,như chết,1,0,0,0,0,0,0,1,0,0,2
,như máy,0,0,0,0,0,0,1,0,1,0,2
,như thật,1,0,0,0,0,0,0,0,0,1,2
,nhuận tràng,1,0,0,0,0,0,1,0,0,0,2
aching,nhức,0,1,0,0,0,0,0,1,0,0,2
,nhức nhối,0,1,0,0,1,0,0,0,0,0,2
humbled,nhún nhường,1,0,0,0,0,0,0,1,0,0,2
defective,nhược điểm,0,1,0,0,1,0,0,0,0,0,2
delivery,nhượng bộ,1,0,0,1,0,0,0,0,0,0,2
boast,niềm kiêu hãnh,1,1,0,0,0,0,0,0,0,0,2
,niềm nở,1,0,0,0,0,0,1,0,0,0,2
seal,niêm phong,1,0,0,0,0,0,0,0,0,1,2
bliss,niềm vui sướng nhất,1,0,0,0,0,0,1,0,0,0,2
center,nổi bật,1,0,0,0,0,0,0,0,0,1,2
,nổi danh,1,0,0,0,0,0,1,0,0,0,2
,nổi dậy,0,0,0,1,0,0,0,0,0,1,2
anchorage,nơi nương tựa,1,0,0,0,0,0,0,1,0,0,2
birthplace,nơi sinh,0,1,1,0,0,0,0,0,0,0,2
helmet,nón bảo hộ,1,0,0,0,0,1,0,0,0,0,2
,non choèn choẹt,0,1,0,1,0,0,0,0,0,0,2
,non choét,0,1,0,1,0,0,0,0,0,0,2
,non choẹt,0,1,0,1,0,0,0,0,0,0,2
,nóng,0,1,1,0,0,0,0,0,0,0,2
,nồng cháy,0,0,0,1,0,0,1,0,0,0,2
,nồng nàn,1,0,0,0,0,0,1,0,0,0,2
,nóng nảy,0,1,1,0,0,0,0,0,0,0,2
,nóng nực,0,1,0,0,0,1,0,0,0,0,2
abscess,nốt mụn,0,1,0,0,0,0,0,1,0,0,2
entertained,nuôi dưỡng,1,0,0,0,0,0,1,0,0,0,2
,nuối tiếc,0,1,0,0,0,0,0,1,0,0,2
,nuột,1,0,0,0,0,0,1,0,0,0,2
nestle,núp mình,1,0,0,0,0,0,0,0,0,1,2
,ở tu viện,0,0,0,1,0,0,0,0,0,1,2
,oai,1,0,0,0,0,0,0,0,1,0,2
,oải,0,1,0,0,1,0,0,0,0,0,2
,oán hận,0,1,1,0,0,0,0,0,0,0,2
,oi ả,0,1,0,0,0,1,0,0,0,,2
,ốm,0,1,0,0,0,0,0,1,0,0,2
,ốm đau,0,1,0,0,0,0,0,1,0,0,2
,ôn tồn,1,0,0,0,0,0,0,0,0,1,2
,phá huỷ,0,1,0,0,0,1,0,0,0,0,2
corrosive,phá hủy dần,0,1,0,0,0,1,0,0,0,0,2
dignity,phẩm giá,1,0,0,0,0,0,0,0,0,1,2
fecal,phân,0,1,0,0,1,0,0,0,0,0,2
,phân bố rộng khắp,1,0,0,0,0,0,0,0,0,1,2
,phân bố rộng rãi,1,0,0,0,0,0,0,0,0,1,2
,phấn chấn,1,0,0,0,0,0,1,0,0,0,2
antithesis,phản đề,0,1,1,0,0,0,0,0,0,0,2
,phần đông,1,0,0,0,0,0,0,0,0,1,2
antagonism,phản kháng,0,1,1,0,0,0,0,0,0,0,2
delivery,phân phối,1,0,0,1,0,0,0,0,0,0,2
wages,phần thưởng,1,0,0,0,0,0,1,0,0,0,2
bastion,pháo đài,1,0,1,0,0,0,0,0,0,0,2
,phật lòng,0,1,0,0,0,0,0,1,0,0,2
,phát sợ,0,1,0,0,0,1,0,0,0,0,2
,phát triển chưa đầy đủ,0,1,0,1,0,0,0,0,0,0,2
,phê phán,0,1,0,0,0,0,0,1,0,0,2
,phi nhân tính,0,1,0,0,1,0,0,0,0,0,2
,phì nhiêu,1,0,0,1,0,0,0,0,0,0,2
,phi phàm,1,0,0,0,0,0,1,0,0,0,2
,phí phạm,0,1,0,0,0,0,0,0,1,0,2
,phiêu lưu,0,0,0,1,0,0,1,0,0,0,2
,phờ phạc,0,1,0,0,0,0,0,1,0,0,2
recommend,phó thác,1,0,0,0,0,0,0,0,0,1,2
,phơi phới,1,0,0,0,0,0,1,0,0,0,2
,phởn,1,0,0,0,0,0,1,0,0,0,2
,phong cách riêng,0,0,0,0,0,0,1,0,0,1,2
,phóng đại,0,1,0,0,0,0,1,0,0,0,2
,phóng khoáng,1,0,0,0,0,0,1,0,0,0,2
chaotic,phóng túng,0,1,1,0,0,0,0,0,0,0,2
,phớt lờ,0,1,0,0,1,0,0,0,0,0,2
,phớt tỉnh,0,1,0,0,1,0,0,0,0,0,2
accord,phù hợp,1,0,0,0,0,0,0,0,0,1,2
brother,phụ trợ,1,0,0,0,0,0,0,0,0,1,2
,phúc đức,1,0,0,0,0,0,1,0,0,0,2
,phục hồi,1,0,0,1,0,0,0,0,0,0,2
,phung phá,0,1,0,0,0,0,0,0,1,0,2
concordance,phuù hợp,1,0,0,0,0,0,0,0,0,1,2
departed,quá cố,0,1,0,0,0,0,0,1,0,0,2
,quá đáng,0,1,0,0,1,0,0,0,0,0,2
,quá khích,0,1,0,0,0,0,1,0,0,0,2
,qua loa,0,1,0,0,1,0,0,0,0,0,2
,quá ngọt ngào,0,0,0,0,0,0,1,0,1,0,2
affirmatively,quả quyết,1,0,0,0,0,0,0,0,0,1,2
verily,quả thực,1,0,0,0,0,0,0,0,0,1,2
butler,quản gia,1,0,0,0,0,0,0,0,0,1,2
mandarin,quan lại,1,0,0,0,0,0,0,0,0,1,2
govern,quản lý,1,0,0,0,0,0,0,0,0,1,2
,quán quân,1,0,0,0,0,0,1,0,0,0,2
,quẫn trí,0,1,0,0,0,1,0,0,0,0,2
faculty,quản trị,1,0,0,0,0,0,0,0,0,1,2
,quan trọng,1,0,0,0,0,0,0,0,0,1,2
spectacle,quang cảnh,1,1,0,0,0,0,0,0,0,0,2
storm,quát tháo,0,1,1,0,0,0,0,0,0,0,2
glum,quạu quọ,0,1,0,0,0,0,0,1,0,0,2
,quây,0,0,0,1,0,0,0,0,0,1,2
,quây kín,0,0,0,1,0,0,0,0,0,1,2
,quây quanh,0,0,0,1,0,0,0,0,0,1,2
,quê kệch,0,1,0,0,1,0,0,0,0,0,2
,quê mùa,0,1,0,0,1,0,0,0,0,0,2
,quen thân,1,0,0,0,0,0,0,0,0,1,2
,quỉ quyệt,0,1,0,0,0,1,0,0,0,0,2
admonition,quở mắng,0,1,0,0,0,1,0,0,0,0,2
cosmopolitan,quốc tế,1,0,0,0,0,0,0,0,0,1,2
sir,quý ngài,1,0,0,0,0,0,0,0,0,1,2
gentleman,quý ông,1,0,0,0,0,0,0,0,0,1,2
,quyền lực,1,0,0,0,0,0,0,0,0,1,2
,quyền năng,1,0,0,0,0,0,0,0,0,1,2
,quyết đoán,1,0,0,0,0,0,0,0,0,1,2
,rã rời,0,1,0,1,0,0,0,0,0,0,2
complicate,rắc rối,0,1,1,0,0,0,0,0,0,0,2
trashy,rác rưởi,0,1,0,0,1,0,0,0,0,0,2
girder,rầm cầu,1,0,0,0,0,0,0,0,0,1,2
,rắn,1,0,0,0,0,0,0,0,0,1,2
advise,răn bảo,1,0,0,0,0,0,0,0,0,1,2
,rạng ngời,1,0,0,0,0,0,1,0,0,0,2
,ranh mãnh,0,1,0,0,1,0,0,0,0,0,2
,rào,0,0,0,1,0,0,0,0,0,1,2
barrier,rào chắn,0,1,1,0,0,0,0,0,0,0,2
,rào kín,0,0,0,1,0,0,0,0,0,1,2
,rào quanh,0,0,0,1,0,0,0,0,0,1,2
chronic,rất xấu,0,1,0,0,0,0,0,1,0,0,2
,rầu,0,1,0,0,0,0,0,1,0,0,2
,rầu rĩ,0,1,0,0,0,0,0,1,0,0,2
,rên rỉ,0,1,0,0,0,0,0,1,0,0,2
clearance,rờ bến,1,0,0,0,0,0,0,0,0,1,2
cogent,rõ ràng,1,0,0,0,0,0,0,0,0,1,2
,rối bời,0,1,0,0,0,1,0,0,0,0,2
,rối bù,0,1,0,0,1,0,0,0,0,0,2
,rối trí,0,1,0,0,0,1,0,0,0,0,2
falling,rơi xuống,0,1,0,0,0,0,0,1,0,0,2
,rộng,1,0,0,0,0,0,0,0,1,0,2
,rủi,0,1,0,0,0,0,0,1,0,0,2
,run,0,1,0,0,0,1,0,0,0,0,2
,run rẩy,0,1,0,0,0,1,0,0,0,0,2
,run run,0,1,0,0,0,1,0,0,0,0,2
trembling,run sợ,0,1,0,0,0,1,0,0,0,0,2
,rừng rực,0,0,0,1,0,0,0,0,1,0,2
,sa ngã,0,1,0,0,0,1,0,0,0,0,2
,sẩm tối,0,1,0,0,0,1,0,0,0,0,2
nurse,san sóc,1,0,0,0,0,0,0,0,0,1,2
,sáng bừng,1,0,0,0,0,0,1,0,0,0,2
,sáng ngời,1,0,0,1,0,0,0,0,0,0,2
,sáng rõ,1,0,0,0,0,0,0,0,0,1,2
,sáng rực,1,0,0,0,0,0,1,0,0,0,2
,sáng sủa,1,0,0,0,,0,1,0,0,0,2
cogent,sáng suốt,1,0,0,0,0,0,0,0,0,1,2
,sang trọng,1,0,0,0,0,0,1,0,0,0,2
,sành điệu,1,0,0,0,0,0,1,0,0,0,2
,sáo rỗng,0,1,0,0,1,0,0,0,0,0,2
imminent,sắp xảy ra,0,0,0,1,0,1,0,0,0,0,2
,sát thực,1,0,0,0,0,0,0,0,0,1,2
,sầu,0,1,0,0,0,0,0,1,0,0,2
ultimate,sau cùng,0,0,0,1,0,0,0,1,0,0,2
vivid,sâu sắc,1,0,0,0,0,0,1,0,0,0,2
depth,sâu xa,1,0,0,0,0,0,0,0,0,1,2
drunken,say rượu,0,1,0,0,1,0,0,0,0,0,2
,séc khống,0,1,1,0,0,0,0,0,0,0,2
,siêng năng,1,0,0,1,0,0,0,0,0,0,2
,siêu nhiên,1,0,0,0,0,0,1,0,0,0,2
vivid,sinh động,1,0,0,0,0,0,1,0,0,0,2
,sinh lãi,1,0,0,1,0,0,0,0,0,0,2
birthplace,sinh quán,0,1,1,0,0,0,0,0,0,0,2
biopsy,sinh thiết,0,1,0,0,0,1,0,0,0,0,2
,sợ,0,1,0,0,0,1,0,0,0,0,2
,số đỏ,1,0,0,0,0,0,1,0,0,0,2
,sở hữu,1,0,0,0,0,0,1,0,0,0,2
,sơ khai,0,0,0,1,0,0,0,0,1,0,2
,sợ sệt,0,1,0,0,0,1,0,0,0,0,2
hobby,sở thích,1,0,0,0,0,0,1,0,0,0,2
,sờn,0,1,0,0,1,0,0,0,0,0,2
,sống bầy đàn,0,0,0,1,0,0,0,0,0,1,2
,song sinh,1,0,0,0,0,0,1,0,0,0,2
,sống thành bầy,0,0,0,1,0,0,0,0,0,1,2
,sống thành đàn,0,0,0,1,0,0,0,0,0,1,2
,sốt dẻo,0,0,0,0,0,0,1,0,1,0,2
amnesty,sự ân xá,1,0,0,0,0,0,1,0,0,0,2
assurance,sự bảo đảm,1,0,0,0,0,0,0,0,0,1,2
battery,sự bạo hành,0,1,1,0,0,0,0,0,0,0,2
grab,sự chiếm đoạt,0,1,1,0,0,0,0,0,0,0,2
antagonism,sự đối lập,0,1,1,0,0,0,0,0,0,0,2
battery,sự hành hung,0,1,1,0,0,0,0,0,0,0,2
agreement,sự hòa hợp,1,0,0,0,0,0,0,0,0,1,2
annulment,sự hủy bỏ,0,1,0,0,0,0,0,1,0,0,2
addresses,sự khéo léo,1,0,0,1,0,0,0,0,0,0,2
addresses,sự khôn ngoan,1,0,0,1,0,0,0,0,0,0,2
aberration,sự lầm lạc,0,1,0,0,1,0,0,0,0,0,2
fighting,sự lục đục,0,1,1,0,0,0,0,0,0,0,2
fighting,sự mâu thuẫn,0,1,1,0,0,0,0,0,0,0,2
antagonism,sự phản đối,0,1,1,0,0,0,0,0,0,0,2
agreement,sự phù hợp,1,0,0,0,0,0,0,0,0,1,2
facts,sự thật,1,0,0,0,0,0,0,0,0,1,2
lion,sư tử,1,0,0,0,0,1,0,0,0,0,2
grab,sự tước đoạt,0,1,1,0,0,0,0,0,0,0,2
strength,sức bền,1,0,0,0,0,0,0,0,0,1,2
strength,sức mạnh,1,0,0,0,0,0,0,0,0,1,2
,sững sờ,0,1,0,0,0,0,0,0,1,0,2
,sung túc,1,0,0,0,0,0,1,0,0,0,2
,suôn sẻ,1,0,0,0,0,0,1,0,0,0,2
,sướng,1,0,0,0,0,0,1,0,0,0,2
,sướng vui,1,0,0,0,0,0,1,0,0,0,2
,sướt mướt,0,1,0,0,0,0,0,1,0,0,2
,sụt sùi,0,1,0,0,0,0,0,1,0,0,2
attenuation,suy giảm,0,1,0,0,0,0,0,1,0,0,2
,suy ngẫm,0,0,0,1,0,0,0,0,0,1,2
,suy nghĩ,0,0,0,1,0,0,0,0,0,1,2
bottom,suy thoái,0,1,0,0,0,0,0,1,0,0,2
thanksgiving,tạ ơn,1,0,0,0,0,0,1,0,0,0,2
author,tác giả,1,0,0,0,0,0,0,0,0,1,2
,tái tạo được,1,0,0,1,0,0,0,0,0,0,2
,tai tiếng,0,1,0,0,0,1,0,0,0,0,2
,tạm,0,1,0,1,0,0,0,0,0,0,2
,tâm đầu ý hợp,1,0,0,0,0,0,0,0,0,1,2
,tâm huyết,1,0,0,0,0,0,1,0,0,0,2
,tẩm ngẩm tầm ngầm,0,0,0,0,0,0,1,0,1,0,2
horizon,tầm nhìn,1,0,0,1,0,0,0,0,0,0,2
commonplace,tầm thường,0,0,0,1,0,0,0,0,0,1,2
,tăm tối,0,1,0,0,0,0,0,1,0,0,2
,tận tâm,1,0,0,0,0,0,0,0,0,1,2
,tằn tiện,0,1,0,0,1,0,0,0,0,0,2
,tận tình,1,0,0,0,0,0,0,0,0,1,2
,tận tuỵ,1,0,0,0,0,0,0,0,0,1,2
committed,tận tụy,1,0,0,0,0,0,0,0,0,1,2
,tăng cường,1,0,0,0,0,0,0,0,0,1,2
,tăng dần lên,1,0,0,0,0,0,0,0,0,1,2
,tầng lớp dưới,0,1,0,0,0,0,0,1,0,0,2
bereaved,tang quyến,0,1,0,0,0,0,0,1,0,0,2
unconscionable,táng tận lương tâm,0,1,0,0,1,0,0,0,0,0,2
,tang tóc,0,1,0,0,0,0,0,1,0,0,2
,táo bón,0,1,0,0,0,0,0,1,0,0,2
,tắt thở,0,1,0,0,0,1,0,0,0,0,2
,tệ bạc phụ bạc,0,1,0,0,0,0,0,1,0,0,2
,tẻ nhạt,0,1,0,0,0,0,0,1,0,0,2
aberration,thác loạn,0,1,0,0,1,0,0,0,0,0,2
defiant,thách thức,0,1,1,0,0,0,0,0,0,0,2
,thái bình,1,0,0,0,0,0,1,0,0,0,2
,thái quá,0,1,1,0,0,0,0,0,0,0,2
,thâm độc,0,1,0,0,0,1,0,0,0,0,2
expedition,thám hiểm,1,0,0,1,0,0,0,0,0,0,2
,thấm hút,0,0,0,1,0,0,1,0,0,0,2
grasping,tham lam,0,1,0,1,0,0,0,0,0,0,2
,thâm sâu,0,0,0,1,0,0,0,0,1,0,2
,thảm sầu,0,1,0,0,0,0,0,1,0,0,2
abysmal,thăm thẳm,0,1,0,0,0,0,0,1,0,0,2
,thảm thương,0,1,0,0,0,0,0,1,0,0,2
,thâm thuý,0,0,0,0,0,0,1,0,1,0,2
verified,thẩm tra,1,0,0,0,0,0,0,0,0,1,2
,than,0,1,0,0,0,0,0,1,0,0,2
amicable,thân ái,1,0,0,0,0,0,1,0,0,0,2
,thần hồn nhát thần tính,0,1,0,0,0,1,0,0,0,0,2
dispassionate,thản nhiên,0,1,0,0,0,0,0,1,0,0,2
,thán phục,1,0,0,0,0,0,0,0,1,0,2
,thân quen,1,0,0,0,0,0,0,0,0,1,2
,than thở,0,1,0,0,0,0,0,1,0,0,2
considerate,thận trọng,1,0,0,0,0,0,0,0,0,1,2
,than vãn,0,1,0,0,0,0,0,1,0,0,2
frank,thẳng thắn,1,0,0,0,0,0,0,0,0,1,2
,thanh bình,1,0,0,0,0,0,1,0,0,0,2
,thành cặp,0,0,0,0,0,0,1,0,0,1,2
,thanh khiết,1,0,0,0,0,0,1,0,0,0,2
,thanh lịch,1,0,0,0,0,0,0,0,0,1,2
,thanh liêm,1,0,0,0,0,0,0,0,0,1,2
purification,thanh lọc,1,0,0,0,0,0,0,0,0,1,2
bastion,thành lũy,1,0,1,0,0,0,0,0,0,0,2
,thanh nhã,1,0,0,0,0,0,1,0,0,0,2
